date,temperature_2m_mean
2020-08-10 00:00:00+00:00,
2020-08-11 00:00:00+00:00,
2020-08-12 00:00:00+00:00,
2020-08-13 00:00:00+00:00,
2020-08-14 00:00:00+00:00,
2020-08-15 00:00:00+00:00,
2020-08-16 00:00:00+00:00,
2020-08-17 00:00:00+00:00,
2020-08-18 00:00:00+00:00,
2020-08-19 00:00:00+00:00,
2020-08-20 00:00:00+00:00,
2020-08-21 00:00:00+00:00,
2020-08-22 00:00:00+00:00,
2020-08-23 00:00:00+00:00,
2020-08-24 00:00:00+00:00,
2020-08-25 00:00:00+00:00,
2020-08-26 00:00:00+00:00,
2020-08-27 00:00:00+00:00,
2020-08-28 00:00:00+00:00,
2020-08-29 00:00:00+00:00,
2020-08-30 00:00:00+00:00,
2020-08-31 00:00:00+00:00,
2020-09-01 00:00:00+00:00,
2020-09-02 00:00:00+00:00,
2020-09-03 00:00:00+00:00,
2020-09-04 00:00:00+00:00,
2020-09-05 00:00:00+00:00,
2020-09-06 00:00:00+00:00,
2020-09-07 00:00:00+00:00,
2020-09-08 00:00:00+00:00,
2020-09-09 00:00:00+00:00,
2020-09-10 00:00:00+00:00,
2020-09-11 00:00:00+00:00,
2020-09-12 00:00:00+00:00,
2020-09-13 00:00:00+00:00,
2020-09-14 00:00:00+00:00,
2020-09-15 00:00:00+00:00,
2020-09-16 00:00:00+00:00,
2020-09-17 00:00:00+00:00,
2020-09-18 00:00:00+00:00,
2020-09-19 00:00:00+00:00,
2020-09-20 00:00:00+00:00,
2020-09-21 00:00:00+00:00,
2020-09-22 00:00:00+00:00,
2020-09-23 00:00:00+00:00,
2020-09-24 00:00:00+00:00,
2020-09-25 00:00:00+00:00,
2020-09-26 00:00:00+00:00,
2020-09-27 00:00:00+00:00,
2020-09-28 00:00:00+00:00,
2020-09-29 00:00:00+00:00,
2020-09-30 00:00:00+00:00,
2020-10-01 00:00:00+00:00,
2020-10-02 00:00:00+00:00,
2020-10-03 00:00:00+00:00,
2020-10-04 00:00:00+00:00,
2020-10-05 00:00:00+00:00,
2020-10-06 00:00:00+00:00,
2020-10-07 00:00:00+00:00,
2020-10-08 00:00:00+00:00,
2020-10-09 00:00:00+00:00,
2020-10-10 00:00:00+00:00,
2020-10-11 00:00:00+00:00,
2020-10-12 00:00:00+00:00,
2020-10-13 00:00:00+00:00,
2020-10-14 00:00:00+00:00,
2020-10-15 00:00:00+00:00,
2020-10-16 00:00:00+00:00,
2020-10-17 00:00:00+00:00,
2020-10-18 00:00:00+00:00,
2020-10-19 00:00:00+00:00,
2020-10-20 00:00:00+00:00,
2020-10-21 00:00:00+00:00,
2020-10-22 00:00:00+00:00,
2020-10-23 00:00:00+00:00,
2020-10-24 00:00:00+00:00,
2020-10-25 00:00:00+00:00,
2020-10-26 00:00:00+00:00,
2020-10-27 00:00:00+00:00,
2020-10-28 00:00:00+00:00,
2020-10-29 00:00:00+00:00,
2020-10-30 00:00:00+00:00,
2020-10-31 00:00:00+00:00,
2020-11-01 00:00:00+00:00,
2020-11-02 00:00:00+00:00,
2020-11-03 00:00:00+00:00,
2020-11-04 00:00:00+00:00,
2020-11-05 00:00:00+00:00,
2020-11-06 00:00:00+00:00,
2020-11-07 00:00:00+00:00,
2020-11-08 00:00:00+00:00,
2020-11-09 00:00:00+00:00,
2020-11-10 00:00:00+00:00,
2020-11-11 00:00:00+00:00,
2020-11-12 00:00:00+00:00,
2020-11-13 00:00:00+00:00,
2020-11-14 00:00:00+00:00,
2020-11-15 00:00:00+00:00,
2020-11-16 00:00:00+00:00,
2020-11-17 00:00:00+00:00,
2020-11-18 00:00:00+00:00,
2020-11-19 00:00:00+00:00,
2020-11-20 00:00:00+00:00,
2020-11-21 00:00:00+00:00,
2020-11-22 00:00:00+00:00,
2020-11-23 00:00:00+00:00,
2020-11-24 00:00:00+00:00,
2020-11-25 00:00:00+00:00,
2020-11-26 00:00:00+00:00,
2020-11-27 00:00:00+00:00,
2020-11-28 00:00:00+00:00,
2020-11-29 00:00:00+00:00,
2020-11-30 00:00:00+00:00,
2020-12-01 00:00:00+00:00,
2020-12-02 00:00:00+00:00,
2020-12-03 00:00:00+00:00,
2020-12-04 00:00:00+00:00,
2020-12-05 00:00:00+00:00,
2020-12-06 00:00:00+00:00,
2020-12-07 00:00:00+00:00,
2020-12-08 00:00:00+00:00,
2020-12-09 00:00:00+00:00,
2020-12-10 00:00:00+00:00,
2020-12-11 00:00:00+00:00,
2020-12-12 00:00:00+00:00,
2020-12-13 00:00:00+00:00,
2020-12-14 00:00:00+00:00,
2020-12-15 00:00:00+00:00,
2020-12-16 00:00:00+00:00,
2020-12-17 00:00:00+00:00,
2020-12-18 00:00:00+00:00,
2020-12-19 00:00:00+00:00,
2020-12-20 00:00:00+00:00,
2020-12-21 00:00:00+00:00,
2020-12-22 00:00:00+00:00,
2020-12-23 00:00:00+00:00,
2020-12-24 00:00:00+00:00,
2020-12-25 00:00:00+00:00,
2020-12-26 00:00:00+00:00,
2020-12-27 00:00:00+00:00,
2020-12-28 00:00:00+00:00,
2020-12-29 00:00:00+00:00,
2020-12-30 00:00:00+00:00,
2020-12-31 00:00:00+00:00,
2021-01-01 00:00:00+00:00,
2021-01-02 00:00:00+00:00,
2021-01-03 00:00:00+00:00,
2021-01-04 00:00:00+00:00,
2021-01-05 00:00:00+00:00,
2021-01-06 00:00:00+00:00,
2021-01-07 00:00:00+00:00,
2021-01-08 00:00:00+00:00,
2021-01-09 00:00:00+00:00,
2021-01-10 00:00:00+00:00,
2021-01-11 00:00:00+00:00,
2021-01-12 00:00:00+00:00,
2021-01-13 00:00:00+00:00,
2021-01-14 00:00:00+00:00,
2021-01-15 00:00:00+00:00,
2021-01-16 00:00:00+00:00,
2021-01-17 00:00:00+00:00,
2021-01-18 00:00:00+00:00,
2021-01-19 00:00:00+00:00,
2021-01-20 00:00:00+00:00,
2021-01-21 00:00:00+00:00,
2021-01-22 00:00:00+00:00,
2021-01-23 00:00:00+00:00,
2021-01-24 00:00:00+00:00,
2021-01-25 00:00:00+00:00,
2021-01-26 00:00:00+00:00,
2021-01-27 00:00:00+00:00,
2021-01-28 00:00:00+00:00,
2021-01-29 00:00:00+00:00,
2021-01-30 00:00:00+00:00,
2021-01-31 00:00:00+00:00,
2021-02-01 00:00:00+00:00,
2021-02-02 00:00:00+00:00,
2021-02-03 00:00:00+00:00,
2021-02-04 00:00:00+00:00,
2021-02-05 00:00:00+00:00,
2021-02-06 00:00:00+00:00,
2021-02-07 00:00:00+00:00,
2021-02-08 00:00:00+00:00,
2021-02-09 00:00:00+00:00,
2021-02-10 00:00:00+00:00,
2021-02-11 00:00:00+00:00,
2021-02-12 00:00:00+00:00,
2021-02-13 00:00:00+00:00,
2021-02-14 00:00:00+00:00,
2021-02-15 00:00:00+00:00,
2021-02-16 00:00:00+00:00,
2021-02-17 00:00:00+00:00,
2021-02-18 00:00:00+00:00,
2021-02-19 00:00:00+00:00,
2021-02-20 00:00:00+00:00,
2021-02-21 00:00:00+00:00,
2021-02-22 00:00:00+00:00,
2021-02-23 00:00:00+00:00,
2021-02-24 00:00:00+00:00,
2021-02-25 00:00:00+00:00,
2021-02-26 00:00:00+00:00,
2021-02-27 00:00:00+00:00,
2021-02-28 00:00:00+00:00,
2021-03-01 00:00:00+00:00,
2021-03-02 00:00:00+00:00,
2021-03-03 00:00:00+00:00,
2021-03-04 00:00:00+00:00,
2021-03-05 00:00:00+00:00,
2021-03-06 00:00:00+00:00,
2021-03-07 00:00:00+00:00,
2021-03-08 00:00:00+00:00,
2021-03-09 00:00:00+00:00,
2021-03-10 00:00:00+00:00,
2021-03-11 00:00:00+00:00,
2021-03-12 00:00:00+00:00,
2021-03-13 00:00:00+00:00,
2021-03-14 00:00:00+00:00,
2021-03-15 00:00:00+00:00,
2021-03-16 00:00:00+00:00,
2021-03-17 00:00:00+00:00,
2021-03-18 00:00:00+00:00,
2021-03-19 00:00:00+00:00,
2021-03-20 00:00:00+00:00,
2021-03-21 00:00:00+00:00,
2021-03-22 00:00:00+00:00,
2021-03-23 00:00:00+00:00,6.9097505
2021-03-24 00:00:00+00:00,7.820167
2021-03-25 00:00:00+00:00,8.42225
2021-03-26 00:00:00+00:00,9.863917
2021-03-27 00:00:00+00:00,5.895168
2021-03-28 00:00:00+00:00,8.713918
2021-03-29 00:00:00+00:00,11.776417
2021-03-30 00:00:00+00:00,13.088916
2021-03-31 00:00:00+00:00,15.078499
2021-04-01 00:00:00+00:00,8.724334
2021-04-02 00:00:00+00:00,5.8180833
2021-04-03 00:00:00+00:00,6.249334
2021-04-04 00:00:00+00:00,6.755583
2021-04-05 00:00:00+00:00,4.111834
2021-04-06 00:00:00+00:00,2.5909998
2021-04-07 00:00:00+00:00,3.4430835
2021-04-08 00:00:00+00:00,5.7035003
2021-04-09 00:00:00+00:00,7.211834
2021-04-10 00:00:00+00:00,4.3784995
2021-04-11 00:00:00+00:00,3.9993334
2021-04-12 00:00:00+00:00,3.849334
2021-04-13 00:00:00+00:00,4.8118334
2021-04-14 00:00:00+00:00,4.4326663
2021-04-15 00:00:00+00:00,5.1618342
2021-04-16 00:00:00+00:00,6.0493336
2021-04-17 00:00:00+00:00,6.436833
2021-04-18 00:00:00+00:00,8.840999
2021-04-19 00:00:00+00:00,9.657666
2021-04-20 00:00:00+00:00,10.849334
2021-04-21 00:00:00+00:00,7.8493333
2021-04-22 00:00:00+00:00,6.095167
2021-04-23 00:00:00+00:00,7.1076665
2021-04-24 00:00:00+00:00,7.057667
2021-04-25 00:00:00+00:00,6.1910005
2021-04-26 00:00:00+00:00,6.561834
2021-04-27 00:00:00+00:00,8.876417
2021-04-28 00:00:00+00:00,9.553499
2021-04-29 00:00:00+00:00,6.886833
2021-04-30 00:00:00+00:00,7.5660014
2021-05-01 00:00:00+00:00,7.1035004
2021-05-02 00:00:00+00:00,6.353501
2021-05-03 00:00:00+00:00,9.0035
2021-05-04 00:00:00+00:00,7.7868333
2021-05-05 00:00:00+00:00,7.0368342
2021-05-06 00:00:00+00:00,6.574333
2021-05-07 00:00:00+00:00,6.9284997
2021-05-08 00:00:00+00:00,8.632668
2021-05-09 00:00:00+00:00,16.3035
2021-05-10 00:00:00+00:00,14.195167
2021-05-11 00:00:00+00:00,12.920167
2021-05-12 00:00:00+00:00,11.761834
2021-05-13 00:00:00+00:00,11.645167
2021-05-14 00:00:00+00:00,9.811834
2021-05-15 00:00:00+00:00,8.936834
2021-05-16 00:00:00+00:00,10.7285
2021-05-17 00:00:00+00:00,10.141002
2021-05-18 00:00:00+00:00,10.170167
2021-05-19 00:00:00+00:00,10.441
2021-05-20 00:00:00+00:00,11.607669
2021-05-21 00:00:00+00:00,11.649333
2021-05-22 00:00:00+00:00,10.224334
2021-05-23 00:00:00+00:00,10.782666
2021-05-24 00:00:00+00:00,10.316001
2021-05-25 00:00:00+00:00,9.526418
2021-05-26 00:00:00+00:00,10.049334
2021-05-27 00:00:00+00:00,10.836835
2021-05-28 00:00:00+00:00,12.286831
2021-05-29 00:00:00+00:00,11.874332
2021-05-30 00:00:00+00:00,13.445165
2021-05-31 00:00:00+00:00,15.420165
2021-06-01 00:00:00+00:00,17.899332
2021-06-02 00:00:00+00:00,19.328497
2021-06-03 00:00:00+00:00,19.636831
2021-06-04 00:00:00+00:00,18.649334
2021-06-05 00:00:00+00:00,14.607667
2021-06-06 00:00:00+00:00,15.536835
2021-06-07 00:00:00+00:00,15.903499
2021-06-08 00:00:00+00:00,17.732666
2021-06-09 00:00:00+00:00,18.424332
2021-06-10 00:00:00+00:00,18.478498
2021-06-11 00:00:00+00:00,18.657667
2021-06-12 00:00:00+00:00,15.574333
2021-06-13 00:00:00+00:00,15.841001
2021-06-14 00:00:00+00:00,18.995167
2021-06-15 00:00:00+00:00,16.841
2021-06-16 00:00:00+00:00,21.311832
2021-06-17 00:00:00+00:00,22.065996
2021-06-18 00:00:00+00:00,20.199331
2021-06-19 00:00:00+00:00,17.240997
2021-06-20 00:00:00+00:00,16.391
2021-06-21 00:00:00+00:00,12.849336
2021-06-22 00:00:00+00:00,14.074336
2021-06-23 00:00:00+00:00,13.695168
2021-06-24 00:00:00+00:00,14.707665
2021-06-25 00:00:00+00:00,15.586833
2021-06-26 00:00:00+00:00,17.582663
2021-06-27 00:00:00+00:00,19.103498
2021-06-28 00:00:00+00:00,18.557665
2021-06-29 00:00:00+00:00,16.165997
2021-06-30 00:00:00+00:00,13.686835
2021-07-01 00:00:00+00:00,14.8035
2021-07-02 00:00:00+00:00,17.170166
2021-07-03 00:00:00+00:00,17.641
2021-07-04 00:00:00+00:00,16.915998
2021-07-05 00:00:00+00:00,16.141
2021-07-06 00:00:00+00:00,17.578499
2021-07-07 00:00:00+00:00,16.8035
2021-07-08 00:00:00+00:00,17.624332
2021-07-09 00:00:00+00:00,17.686832
2021-07-10 00:00:00+00:00,17.503496
2021-07-11 00:00:00+00:00,17.715996
2021-07-12 00:00:00+00:00,18.445164
2021-07-13 00:00:00+00:00,18.478498
2021-07-14 00:00:00+00:00,19.003496
2021-07-15 00:00:00+00:00,18.345167
2021-07-16 00:00:00+00:00,17.411833
2021-07-17 00:00:00+00:00,18.961832
2021-07-18 00:00:00+00:00,19.611834
2021-07-19 00:00:00+00:00,17.903498
2021-07-20 00:00:00+00:00,17.307667
2021-07-21 00:00:00+00:00,19.020166
2021-07-22 00:00:00+00:00,17.311834
2021-07-23 00:00:00+00:00,17.386831
2021-07-24 00:00:00+00:00,19.140999
2021-07-25 00:00:00+00:00,19.490997
2021-07-26 00:00:00+00:00,18.140999
2021-07-27 00:00:00+00:00,17.886831
2021-07-28 00:00:00+00:00,17.036833
2021-07-29 00:00:00+00:00,16.945166
2021-07-30 00:00:00+00:00,16.495165
2021-07-31 00:00:00+00:00,15.999333
2021-08-01 00:00:00+00:00,15.507665
2021-08-02 00:00:00+00:00,14.857665
2021-08-03 00:00:00+00:00,15.2284975
2021-08-04 00:00:00+00:00,16.586832
2021-08-05 00:00:00+00:00,17.916
2021-08-06 00:00:00+00:00,17.41183
2021-08-07 00:00:00+00:00,16.907663
2021-08-08 00:00:00+00:00,16.761833
2021-08-09 00:00:00+00:00,16.307665
2021-08-10 00:00:00+00:00,17.120167
2021-08-11 00:00:00+00:00,18.282665
2021-08-12 00:00:00+00:00,18.765999
2021-08-13 00:00:00+00:00,18.211832
2021-08-14 00:00:00+00:00,18.182663
2021-08-15 00:00:00+00:00,19.432665
2021-08-16 00:00:00+00:00,15.990998
2021-08-17 00:00:00+00:00,14.978501
2021-08-18 00:00:00+00:00,16.978498
2021-08-19 00:00:00+00:00,16.353498
2021-08-20 00:00:00+00:00,18.111832
2021-08-21 00:00:00+00:00,18.809748
2021-08-22 00:00:00+00:00,17.732664
2021-08-23 00:00:00+00:00,17.957664
2021-08-24 00:00:00+00:00,17.007666
2021-08-25 00:00:00+00:00,16.3785
2021-08-26 00:00:00+00:00,15.040999
2021-08-27 00:00:00+00:00,15.211833
2021-08-28 00:00:00+00:00,15.878499
2021-08-29 00:00:00+00:00,14.749332
2021-08-30 00:00:00+00:00,16.465998
2021-08-31 00:00:00+00:00,14.741
2021-09-01 00:00:00+00:00,15.520165
2021-09-02 00:00:00+00:00,16.074331
2021-09-03 00:00:00+00:00,15.307666
2021-09-04 00:00:00+00:00,14.974332
2021-09-05 00:00:00+00:00,16.270163
2021-09-06 00:00:00+00:00,17.949331
2021-09-07 00:00:00+00:00,20.245165
2021-09-08 00:00:00+00:00,20.811832
2021-09-09 00:00:00+00:00,20.657663
2021-09-10 00:00:00+00:00,18.978498
2021-09-11 00:00:00+00:00,17.136831
2021-09-12 00:00:00+00:00,15.982667
2021-09-13 00:00:00+00:00,15.141
2021-09-14 00:00:00+00:00,17.203499
2021-09-15 00:00:00+00:00,15.816001
2021-09-16 00:00:00+00:00,15.349332
2021-09-17 00:00:00+00:00,15.9785
2021-09-18 00:00:00+00:00,16.311834
2021-09-19 00:00:00+00:00,15.841001
2021-09-20 00:00:00+00:00,13.561833
2021-09-21 00:00:00+00:00,13.632667
2021-09-22 00:00:00+00:00,15.205582
2021-09-23 00:00:00+00:00,15.245167
2021-09-24 00:00:00+00:00,16.632666
2021-09-25 00:00:00+00:00,17.640997
2021-09-26 00:00:00+00:00,18.286833
2021-09-27 00:00:00+00:00,15.228499
2021-09-28 00:00:00+00:00,14.045167
2021-09-29 00:00:00+00:00,11.499333
2021-09-30 00:00:00+00:00,12.503501
2021-10-01 00:00:00+00:00,13.116
2021-10-02 00:00:00+00:00,12.966
2021-10-03 00:00:00+00:00,12.578498
2021-10-04 00:00:00+00:00,13.3618355
2021-10-05 00:00:00+00:00,12.853501
2021-10-06 00:00:00+00:00,12.443085
2021-10-07 00:00:00+00:00,12.984749
2021-10-08 00:00:00+00:00,12.038917
2021-10-09 00:00:00+00:00,11.780581
2021-10-10 00:00:00+00:00,12.1785
2021-10-11 00:00:00+00:00,12.184751
2021-10-12 00:00:00+00:00,11.493084
2021-10-13 00:00:00+00:00,12.057668
2021-10-14 00:00:00+00:00,13.918084
2021-10-15 00:00:00+00:00,12.088916
2021-10-16 00:00:00+00:00,11.172252
2021-10-17 00:00:00+00:00,11.499333
2021-10-18 00:00:00+00:00,11.999333
2021-10-19 00:00:00+00:00,16.068083
2021-10-20 00:00:00+00:00,15.932666
2021-10-21 00:00:00+00:00,10.245166
2021-10-22 00:00:00+00:00,9.699333
2021-10-23 00:00:00+00:00,9.386833
2021-10-24 00:00:00+00:00,8.818083
2021-10-25 00:00:00+00:00,10.536834
2021-10-26 00:00:00+00:00,12.255582
2021-10-27 00:00:00+00:00,14.080585
2021-10-28 00:00:00+00:00,12.174335
2021-10-29 00:00:00+00:00,13.272252
2021-10-30 00:00:00+00:00,11.774333
2021-10-31 00:00:00+00:00,11.295167
2021-11-01 00:00:00+00:00,10.024334
2021-11-02 00:00:00+00:00,7.3430843
2021-11-03 00:00:00+00:00,7.338917
2021-11-04 00:00:00+00:00,8.145166
2021-11-05 00:00:00+00:00,9.130584
2021-11-06 00:00:00+00:00,11.245168
2021-11-07 00:00:00+00:00,10.345167
2021-11-08 00:00:00+00:00,9.674334
2021-11-09 00:00:00+00:00,8.622251
2021-11-10 00:00:00+00:00,10.103501
2021-11-11 00:00:00+00:00,10.478499
2021-11-12 00:00:00+00:00,8.60975
2021-11-13 00:00:00+00:00,10.716001
2021-11-14 00:00:00+00:00,9.630584
2021-11-15 00:00:00+00:00,6.6993337
2021-11-16 00:00:00+00:00,6.22225
2021-11-17 00:00:00+00:00,9.22225
2021-11-18 00:00:00+00:00,10.876416
2021-11-19 00:00:00+00:00,11.436833
2021-11-20 00:00:00+00:00,10.426415
2021-11-21 00:00:00+00:00,9.130584
2021-11-22 00:00:00+00:00,7.166
2021-11-23 00:00:00+00:00,8.566001
2021-11-24 00:00:00+00:00,6.745167
2021-11-25 00:00:00+00:00,7.011833
2021-11-26 00:00:00+00:00,5.368084
2021-11-27 00:00:00+00:00,3.5472505
2021-11-28 00:00:00+00:00,3.9222498
2021-11-29 00:00:00+00:00,5.3222504
2021-11-30 00:00:00+00:00,9.059751
2021-12-01 00:00:00+00:00,8.807668
2021-12-02 00:00:00+00:00,4.332667
2021-12-03 00:00:00+00:00,3.918083
2021-12-04 00:00:00+00:00,5.566
2021-12-05 00:00:00+00:00,4.6264167
2021-12-06 00:00:00+00:00,3.5972502
2021-12-07 00:00:00+00:00,4.988916
2021-12-08 00:00:00+00:00,5.4576664
2021-12-09 00:00:00+00:00,3.9160001
2021-12-10 00:00:00+00:00,3.0535002
2021-12-11 00:00:00+00:00,4.9326673
2021-12-12 00:00:00+00:00,8.730584
2021-12-13 00:00:00+00:00,9.651417
2021-12-14 00:00:00+00:00,9.186833
2021-12-15 00:00:00+00:00,10.116
2021-12-16 00:00:00+00:00,8.155584
2021-12-17 00:00:00+00:00,7.632666
2021-12-18 00:00:00+00:00,8.313916
2021-12-19 00:00:00+00:00,7.966
2021-12-20 00:00:00+00:00,5.570167
2021-12-21 00:00:00+00:00,1.0618333
2021-12-22 00:00:00+00:00,0.3535
2021-12-23 00:00:00+00:00,3.866
2021-12-24 00:00:00+00:00,7.757667
2021-12-25 00:00:00+00:00,-0.67983335
2021-12-26 00:00:00+00:00,-0.61733323
2021-12-27 00:00:00+00:00,4.9389167
2021-12-28 00:00:00+00:00,8.386834
2021-12-29 00:00:00+00:00,9.307668
2021-12-30 00:00:00+00:00,11.934751
2021-12-31 00:00:00+00:00,11.888917
2022-01-01 00:00:00+00:00,11.565999
2022-01-02 00:00:00+00:00,11.420167
2022-01-03 00:00:00+00:00,9.488916
2022-01-04 00:00:00+00:00,6.511833
2022-01-05 00:00:00+00:00,5.468084
2022-01-06 00:00:00+00:00,4.1243334
2022-01-07 00:00:00+00:00,4.3785005
2022-01-08 00:00:00+00:00,4.1618333
2022-01-09 00:00:00+00:00,5.463917
2022-01-10 00:00:00+00:00,3.6743336
2022-01-11 00:00:00+00:00,3.2451668
2022-01-12 00:00:00+00:00,5.0139174
2022-01-13 00:00:00+00:00,5.8597503
2022-01-14 00:00:00+00:00,5.374333
2022-01-15 00:00:00+00:00,3.7097495
2022-01-16 00:00:00+00:00,6.0160003
2022-01-17 00:00:00+00:00,6.499333
